"""1S0""",4.278367,-5.60943,-258.5
"""3S1""",4.4382,6,-1.80E+04
"""1P1""",3.953434,-10.58286,728.1
"""1D2""",2.7130117,-0.929878,-636.4
"""3D2""",2.7485996,0.0137,-106.55
