"""1S0""",4.27914,-7.06,565
"""3S1""",4.4382,6,-1.80E+04
"""1P1""",3.95433,-12.33,1729
"""1D2""",2.71363,-2.01,0
"""3D2""",2.7485996,0.0137,-106.55
