"""1S0""",4.27914,-5.625,91.65,-156050,-4.97E+07,1.10E+10
"""3S1""",4.4382,6,-1.80E+04,0,0,0
"""1P1""",3.95433,-12.33,1729,0,0,0
"""1D2""",2.713094,-1.8646,-2145.5,3940500,-3.10E+09,1.07E+12
"""3D2""",2.748679,-0.52,-1186.01,1564600,-9.81E+08,2.43E+11
